ID,Host,Host_Type,Event,Tactic,Technique
2019_T03_023,nationals-t3-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T05:16:32.571454Z"",""timestamp"":""2019-11-23T05:16:32.571218Z"",""bytes"":926,""src_mac"":""42:01:0A:00:02:01"",""src_port"":55479,""bytes_in"":322,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":604,""time_taken"":392,""transport"":""tcp"",""flow_id"":""006aec18-734c-4b5b-974a-952d1d6c7e1b"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":334,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""bankweb-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/phpinfo.php"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T03_024,nationals-t3-vdi-kali01,Attacker,root 14087 0 6.3 00:00:00 1.0 76908 185856 pts/2 S 00:06 nmap -T2_-sT_-sV_10.0.2.0/24_-p-,Discovery,Network Service Scanning
2019_T03_025,nationals-t3-vdi-kali01,Attacker,root 14088 1 0.0 00:00:00 0.0 788 7004 pts/2 S 00:06 tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_026,nationals-t3-vdi-kali01,Attacker,nmap -T2 -sT -sV 10.0.2.0/24 -p- | tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_027,nationals-t3-vdi-kali04,Attacker,root 3947 0 2.0 00:00:00 0.1 13408 32672 pts/0 S 00:02 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T03_028,nationals-t3-bank-core-01,Victim,"{""endtime"":""2019-11-23T02:14:01.794597Z"",""timestamp"":""2019-11-23T02:12:47.762100Z"",""bytes"":9137,""src_ip"":""10.0.254.204"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":51180,""canceled"":1,""connection"":""10.0.2.100:5432"",""client_rtt"":3719,""client_rtt_packets"":12,""client_rtt_sum"":44637,""ack_packets_in"":14,""bytes_in"":5049,""data_packets_in"":13,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":29,""app"":""ssl"",""server_rtt"":27,""server_rtt_packets"":1,""server_rtt_sum"":27,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":4088,""data_packets_out"":16,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":18,""tcp_status"":0,""time_taken"":74036216,""flow_id"":""29ee6d0c-584b-42b3-be43-b5f7d07f55fb"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":703}",Lateral Movement,Valid Accounts
2019_T03_029,nationals-t3-vdi-kali01,Attacker,root 14087 0 6.3 00:00:00 1.0 76908 185856 pts/2 S 00:06 nmap -T2_-sT_-sV_10.0.2.0/24_-p-,Discovery,Network Service Scanning
2019_T03_030,nationals-t3-vdi-kali01,Attacker,root 14088 1 0.0 00:00:00 0.0 788 7004 pts/2 S 00:06 tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_031,nationals-t3-vdi-kali03,Attacker,root 13150 0 7.0 00:00:00 1.0 76704 200004 pts/0 S 00:05 nmap -T2_-sT_-sV_10.0.1.0/24_-p-,Discovery,Network Service Scanning
2019_T03_032,nationals-t3-vdi-kali03,Attacker,root 13151 0 0.0 00:00:00 0.0 788 7004 pts/0 S 00:05 tee nmap_10.0.1.0,Discovery,Network Service Scanning
2019_T03_033,nationals-t3-vdi-kali01,Attacker,nmap -T2 -sT -sV 10.0.2.0/24 -p- | tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_034,nationals-t3-vdi-kali03,Attacker,nmap -T2 -sT -sV 10.0.1.0/24 -p- | tee nmap_10.0.1.0,Discovery,Network Service Scanning
2019_T03_035,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T01:49:53.679820Z"",""timestamp"":""2019-11-23T01:49:53.051299Z"",""bytes"":6518,""src_mac"":""02:42:3C:4A:1B:EB"",""src_port"":49841,""bytes_in"":622,""dest_ip"":""172.17.0.2"",""dest_mac"":""02:42:AC:11:00:02"",""dest_port"":80,""bytes_out"":5896,""time_taken"":629394,""transport"":""tcp"",""flow_id"":""0cf5a773-e233-4da9-a0dd-3c7b30e5ef49"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLug-cHVrQPIS4l1851ooLrTPR7y76m9fY65Kd0kXt7KjTqareMgf8IO_yMVeOLuS86anjiII_6E_MFEgJzkFfZwual4ZrG1WWN_KHgkZVnfc2M_8G45zsKRqzpOLmzk50hQ"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""http_referrer"":""http://reports-01.bank.dinobank.us/Account/Login?ReturnUrl=%2F"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_036,nationals-t3-vdi-win05,Attacker,"{""endtime"":""2019-11-23T01:49:54.815059Z"",""timestamp"":""2019-11-23T01:49:54.186153Z"",""bytes"":6518,""src_mac"":""42:01:0A:00:FE:69"",""src_port"":49841,""bytes_in"":622,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":5896,""time_taken"":629011,""transport"":""tcp"",""flow_id"":""09a0c439-8ed5-48ed-8d81-ab2ce0831d04"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLug-cHVrQPIS4l1851ooLrTPR7y76m9fY65Kd0kXt7KjTqareMgf8IO_yMVeOLuS86anjiII_6E_MFEgJzkFfZwual4ZrG1WWN_KHgkZVnfc2M_8G45zsKRqzpOLmzk50hQ"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""http_referrer"":""http://reports-01.bank.dinobank.us/Account/Login?ReturnUrl=%2F"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_037,nationals-t3-vdi-kali06,Attacker,"{""endtime"":""2019-11-23T01:51:48.879680Z"",""timestamp"":""2019-11-23T01:51:48.847873Z"",""bytes"":6425,""src_mac"":""42:01:0A:00:FE:CE"",""src_port"":37477,""bytes_in"":279,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":6146,""time_taken"":31823,""transport"":""tcp"",""flow_id"":""a3e1e812-f890-4c91-925a-9ad84bfdf5e2"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_038,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T01:51:48.870903Z"",""timestamp"":""2019-11-23T01:51:48.839178Z"",""bytes"":6425,""src_mac"":""42:01:0A:00:02:01"",""src_port"":37477,""bytes_in"":279,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:02:67"",""dest_port"":80,""bytes_out"":6146,""time_taken"":31725,""transport"":""tcp"",""flow_id"":""e6f9b409-8c54-48f6-89d3-bc0f06e2a644"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_039,nationals-t3-vdi-kali06,Attacker,"{""endtime"":""2019-11-23T01:53:14.509184Z"",""timestamp"":""2019-11-23T01:53:14.479467Z"",""bytes"":6444,""src_mac"":""42:01:0A:00:FE:CE"",""src_port"":59515,""bytes_in"":298,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":6146,""time_taken"":29728,""transport"":""tcp"",""flow_id"":""2d1ef209-b31c-410d-86e4-27388324b2df"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_040,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T01:53:14.500306Z"",""timestamp"":""2019-11-23T01:53:14.470768Z"",""bytes"":6444,""src_mac"":""42:01:0A:00:02:01"",""src_port"":59515,""bytes_in"":298,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:02:67"",""dest_port"":80,""bytes_out"":6146,""time_taken"":29538,""transport"":""tcp"",""flow_id"":""56a43b8d-947a-4ee8-8fcb-9586c2079e6c"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_path"":""/Account/Register"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Account Discovery
2019_T03_041,nationals-t3-vdi-kali03,Attacker,root 13150 0 7.0 00:00:00 1.0 76704 200004 pts/0 S 00:05 nmap -T2_-sT_-sV_10.0.1.0/24_-p-,Discovery,Network Service Scanning
2019_T03_042,nationals-t3-vdi-kali03,Attacker,root 13151 0 0.0 00:00:00 0.0 788 7004 pts/0 S 00:05 tee nmap_10.0.1.0,Discovery,Network Service Scanning
2019_T03_043,nationals-t3-vdi-kali03,Attacker,nmap -T2 -sT -sV 10.0.1.0/24 -p- | tee nmap_10.0.1.0,Discovery,Network Service Scanning
2019_T03_044,nationals-t3-vdi-kali01,Attacker,root 14087 0 6.3 00:00:00 1.0 76908 185856 pts/2 S 00:06 nmap -T2_-sT_-sV_10.0.2.0/24_-p-,Discovery,Network Service Scanning
2019_T03_045,nationals-t3-vdi-kali01,Attacker,root 14088 1 0.0 00:00:00 0.0 788 7004 pts/2 S 00:06 tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_046,nationals-t3-vdi-kali01,Attacker,nmap -T2 -sT -sV 10.0.2.0/24 -p- | tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_047,nationals-t3-vdi-kali06,Attacker,"{""endtime"":""2019-11-23T05:16:32.581213Z"",""timestamp"":""2019-11-23T05:16:32.580882Z"",""bytes"":926,""src_mac"":""42:01:0A:00:FE:CE"",""src_port"":55479,""bytes_in"":322,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":604,""time_taken"":365,""transport"":""tcp"",""flow_id"":""5ff7d7ce-c145-40ca-a5ae-648b0c97a5f5"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":334,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""bankweb-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/phpinfo.php"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T03_048,nationals-t3-bank-bankweb-01,Victim,"{""endtime"":""2019-11-23T05:16:32.571454Z"",""timestamp"":""2019-11-23T05:16:32.571218Z"",""bytes"":926,""src_mac"":""42:01:0A:00:02:01"",""src_port"":55479,""bytes_in"":322,""dest_ip"":""10.0.2.101"",""dest_mac"":""42:01:0A:00:02:65"",""dest_port"":80,""bytes_out"":604,""time_taken"":392,""transport"":""tcp"",""flow_id"":""006aec18-734c-4b5b-974a-952d1d6c7e1b"",""src_ip"":""10.0.254.206"",""http_comment"":""HTTP/1.1 301 Moved Permanently"",""http_content_length"":334,""http_content_type"":""text/html; charset=iso-8859-1"",""site"":""bankweb-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Apache/2.4.29 (Ubuntu)"",""status"":301,""uri_path"":""/phpinfo.php"",""http_user_agent"":""Mozilla/5.0 [en] (X11, U; OpenVAS-VT 9.0.3)"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T03_049,nationals-t3-vdi-kali01,Attacker,root 14087 0 6.3 00:00:00 1.0 76908 185856 pts/2 S 00:06 nmap -T2_-sT_-sV_10.0.2.0/24_-p-,Discovery,Network Service Scanning
2019_T03_050,nationals-t3-vdi-kali01,Attacker,root 14088 1 0.0 00:00:00 0.0 788 7004 pts/2 S 00:06 tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_051,nationals-t3-vdi-kali01,Attacker,nmap -T2 -sT -sV 10.0.2.0/24 -p- | tee nmap_10.0.2.0,Discovery,Network Service Scanning
2019_T03_052,nationals-t3-vdi-win05,Attacker,"{""endtime"":""2019-11-23T13:57:27.626400Z"",""timestamp"":""2019-11-23T13:57:27.218950Z"",""bytes"":6494,""src_mac"":""42:01:0A:00:FE:69"",""src_port"":49612,""bytes_in"":359,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":6135,""time_taken"":407543,""transport"":""tcp"",""flow_id"":""6219282e-1756-4c29-bb65-00419553c173"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""form_data"":""ReturnUrl=%2F"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_query"":""ReturnUrl=%2F"",""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Valid Accounts
2019_T03_053,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T13:57:27.631065Z"",""timestamp"":""2019-11-23T13:57:27.223756Z"",""bytes"":6494,""src_mac"":""02:42:7F:C5:6E:CB"",""src_port"":49612,""bytes_in"":359,""dest_ip"":""172.17.0.2"",""dest_mac"":""02:42:AC:11:00:02"",""dest_port"":80,""bytes_out"":6135,""time_taken"":407572,""transport"":""tcp"",""flow_id"":""31b8368d-0923-4ea8-8fc1-433c705886ac"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""form_data"":""ReturnUrl=%2F"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_query"":""ReturnUrl=%2F"",""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Valid Accounts
2019_T03_054,nationals-t3-vdi-win05,Attacker,"{""endtime"":""2019-11-23T14:00:25.016524Z"",""timestamp"":""2019-11-23T14:00:24.579580Z"",""bytes"":2103,""src_mac"":""42:01:0A:00:FE:69"",""src_port"":50955,""bytes_in"":1592,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":511,""time_taken"":437003,""transport"":""tcp"",""flow_id"":""1447fcaa-2e2c-4559-8f25-399057213312"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLugyiTnfcO-P6RZpzFBl3Ro5rjv6xlfSyKLo4J4RJ3zS0CguTEnSNO-Ghz22egqwFuF1liqtlI0ctsLoNXG1aqPRqZb_UJc8TWSqjUBZD_LSV29dGIhAbpAgcYlysgjDe04; .AspNetCore.Identity.Application=CfDJ8L3W0th6zQ5PgzaauU7gLuiiYHigvS5mii_RfxDy813h8oxpTYhdPD5elSDH5jaLVv5Fq54m_lK5kkfTRV4QgYw83rVS2AiBFqwHPFZam5J_3Ym_JzyFuKlTffoQuyXC7URyhO04DEDboyJIdsmMpA6Z77DAqPw89HlIQgDVRzeTGQVlgHcwCoQp533-aL13HTi_VDv0HxuLfLUllWkAY41-R_Xpv6kv4_1UhliscTPbsPPit3uuQjvL-_0Kum8E8bAsIQF8movvohEVbN7vswfEW9OmAzcUXc20zGDnZb-WFuxW_CoDpLdvBDdvL8rG6bppMWg8DdVK6uXGASsniNyCfM7bVJGN_38TJCS6WpygKmuAfV3zmVPRXBIRcoj3dy0ur1YZZZjuG2YJc9xuHvVlJNiqeVeKLoN8BqBJ1jYMsXSttLOxlvUhcBjaWIeClEL_tnBTOlAjajO-JcJe6_sJN60ycwZuvPfWJ9KtMM0RXHHfz2vgUjrNhmEOVLQYf7XTJMJ7qfOQJwCWdAqMpi_pZ8yQPSpIG1PwSdcSTj-AddXtVkB0O5F_Pq8ahMC8f431h5WLLwLM_-DH4TMh1iwJVST4qHcvpGqzRMo0yvOI"",""form_data"":""__RequestVerificationToken=CfDJ8L3W0th6zQ5PgzaauU7gLujNej6u339TnNhBwzlY3D3YXxedGd0J42VfBZbv0JnieRJfLNqUVida1OUe8P26zs5192PZ3Y0gu50Sj_ZjqQKFupBz_MAL_Z6eLL2GYWfKazRn6u9zOCOKQ4VewI0aRTdE92fBs1hBEw7wcCSqu1IHUbikfkLMPbf-yO-yKVGbsg"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""POST"",""http_referrer"":""http://reports-01.bank.dinobank.us/"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Account/Logout"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T03_055,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T14:00:25.020854Z"",""timestamp"":""2019-11-23T14:00:24.584160Z"",""bytes"":2103,""src_mac"":""02:42:7F:C5:6E:CB"",""src_port"":50955,""bytes_in"":1592,""dest_ip"":""172.17.0.2"",""dest_mac"":""02:42:AC:11:00:02"",""dest_port"":80,""bytes_out"":511,""time_taken"":436980,""transport"":""tcp"",""flow_id"":""1f60395b-4cf0-499c-bd83-c4b02d40a516"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLugyiTnfcO-P6RZpzFBl3Ro5rjv6xlfSyKLo4J4RJ3zS0CguTEnSNO-Ghz22egqwFuF1liqtlI0ctsLoNXG1aqPRqZb_UJc8TWSqjUBZD_LSV29dGIhAbpAgcYlysgjDe04; .AspNetCore.Identity.Application=CfDJ8L3W0th6zQ5PgzaauU7gLuiiYHigvS5mii_RfxDy813h8oxpTYhdPD5elSDH5jaLVv5Fq54m_lK5kkfTRV4QgYw83rVS2AiBFqwHPFZam5J_3Ym_JzyFuKlTffoQuyXC7URyhO04DEDboyJIdsmMpA6Z77DAqPw89HlIQgDVRzeTGQVlgHcwCoQp533-aL13HTi_VDv0HxuLfLUllWkAY41-R_Xpv6kv4_1UhliscTPbsPPit3uuQjvL-_0Kum8E8bAsIQF8movvohEVbN7vswfEW9OmAzcUXc20zGDnZb-WFuxW_CoDpLdvBDdvL8rG6bppMWg8DdVK6uXGASsniNyCfM7bVJGN_38TJCS6WpygKmuAfV3zmVPRXBIRcoj3dy0ur1YZZZjuG2YJc9xuHvVlJNiqeVeKLoN8BqBJ1jYMsXSttLOxlvUhcBjaWIeClEL_tnBTOlAjajO-JcJe6_sJN60ycwZuvPfWJ9KtMM0RXHHfz2vgUjrNhmEOVLQYf7XTJMJ7qfOQJwCWdAqMpi_pZ8yQPSpIG1PwSdcSTj-AddXtVkB0O5F_Pq8ahMC8f431h5WLLwLM_-DH4TMh1iwJVST4qHcvpGqzRMo0yvOI"",""form_data"":""__RequestVerificationToken=CfDJ8L3W0th6zQ5PgzaauU7gLujNej6u339TnNhBwzlY3D3YXxedGd0J42VfBZbv0JnieRJfLNqUVida1OUe8P26zs5192PZ3Y0gu50Sj_ZjqQKFupBz_MAL_Z6eLL2GYWfKazRn6u9zOCOKQ4VewI0aRTdE92fBs1hBEw7wcCSqu1IHUbikfkLMPbf-yO-yKVGbsg"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""POST"",""http_referrer"":""http://reports-01.bank.dinobank.us/"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Account/Logout"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T03_056,nationals-t3-vdi-win05,Attacker,"{""endtime"":""2019-11-23T14:01:38.074858Z"",""timestamp"":""2019-11-23T14:01:37.722073Z"",""bytes"":781,""src_mac"":""42:01:0A:00:FE:69"",""src_port"":51033,""bytes_in"":586,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":195,""time_taken"":352875,""transport"":""tcp"",""flow_id"":""5279bc11-30f9-4b35-b6a4-28332aa244ef"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLugyiTnfcO-P6RZpzFBl3Ro5rjv6xlfSyKLo4J4RJ3zS0CguTEnSNO-Ghz22egqwFuF1liqtlI0ctsLoNXG1aqPRqZb_UJc8TWSqjUBZD_LSV29dGIhAbpAgcYlysgjDe04"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""http_referrer"":""http://reports-01.bank.dinobank.us/"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Account"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Steal Web Session Cookie
2019_T03_057,nationals-t3-bank-reports-01,Victim,"{""endtime"":""2019-11-23T14:01:38.079074Z"",""timestamp"":""2019-11-23T14:01:37.726484Z"",""bytes"":781,""src_mac"":""42:01:0A:00:02:01"",""src_port"":51033,""bytes_in"":586,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:02:67"",""dest_port"":80,""bytes_out"":195,""time_taken"":353403,""transport"":""tcp"",""flow_id"":""f720407c-7543-4904-9810-3dd66290ef77"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""cookie"":"".AspNetCore.Antiforgery.9TtSrW0hzOs=CfDJ8L3W0th6zQ5PgzaauU7gLugyiTnfcO-P6RZpzFBl3Ro5rjv6xlfSyKLo4J4RJ3zS0CguTEnSNO-Ghz22egqwFuF1liqtlI0ctsLoNXG1aqPRqZb_UJc8TWSqjUBZD_LSV29dGIhAbpAgcYlysgjDe04"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""http_referrer"":""http://reports-01.bank.dinobank.us/"",""server"":""Kestrel"",""status"":302,""uri_path"":""/Account"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Steal Web Session Cookie
2019_T04_001,nationals-t4-vdi-kali02,Attacker,root 23306 0 5.4 00:00:00 0.4 35272 79768 pts/0 S 00:05 nmap -T4_-sV_10.0.2.0/24_-vv,Discovery,Network Service Scanning
2019_T04_002,nationals-t4-vdi-kali02,Attacker,nmap -T4 -sV 10.0.2.0/24 -vv,Discovery,Network Service Scanning
2019_T04_004,nationals-t4-bank-core-01,Victim,"{""endtime"":""2019-11-23T02:28:56.069197Z"",""timestamp"":""2019-11-23T02:24:28.911262Z"",""bytes"":10601,""src_ip"":""10.0.2.100"",""src_mac"":""42:01:0A:00:02:64"",""src_port"":51174,""connection"":""10.0.254.206:4444"",""client_rtt"":10795,""client_rtt_packets"":4,""client_rtt_sum"":43183,""ack_packets_in"":5,""bytes_in"":8718,""data_packets_in"":14,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":20,""app"":""tcp"",""server_rtt"":997,""server_rtt_packets"":14,""server_rtt_sum"":13963,""dest_ip"":""10.0.254.206"",""dest_mac"":""42:01:0A:00:02:01"",""dest_port"":4444,""ack_packets_out"":15,""bytes_out"":1883,""data_packets_out"":11,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":26,""tcp_status"":0,""time_taken"":267168730,""flow_id"":""cf5d8b87-7586-442a-8177-f85194fe9527"",""protocol_stack"":""ip:tcp:unknown"",""initial_rtt"":217}",Lateral Movement,Valid Accounts
2019_T04_005,nationals-t4-vdi-kali06,Attacker,"{""endtime"":""2019-11-23T02:28:56.069230Z"",""timestamp"":""2019-11-23T02:24:28.911288Z"",""bytes"":10601,""src_ip"":""10.0.2.100"",""src_mac"":""42:01:0A:00:FE:01"",""src_port"":51174,""connection"":""10.0.254.206:4444"",""client_rtt"":10934,""client_rtt_packets"":4,""client_rtt_sum"":43736,""ack_packets_in"":5,""bytes_in"":8718,""data_packets_in"":14,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":20,""app"":""tcp"",""server_rtt"":30,""server_rtt_packets"":14,""server_rtt_sum"":425,""dest_ip"":""10.0.254.206"",""dest_mac"":""42:01:0A:00:FE:CE"",""dest_port"":4444,""ack_packets_out"":15,""bytes_out"":1883,""data_packets_out"":11,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":26,""tcp_status"":0,""time_taken"":267168876,""flow_id"":""fbb939d3-9631-44d0-9d86-18d9e471dec4"",""protocol_stack"":""ip:tcp:unknown"",""initial_rtt"":187}",Lateral Movement,Valid Accounts
2019_T04_006,nationals-t4-vdi-kali04,Attacker,nmap -sU -Pn -sV -T4 -vv 10.0.1.0/24 &,Discovery,Network Service Scanning
2019_T04_007,nationals-t4-vdi-kali04,Attacker,root 16374 0 0.0 00:00:00 0.2 20492 63096 pts/6 R 00:00 nmap -sU_-Pn_-sV_-T4_-vv_10.0.1.0/24,Discovery,Network Service Scanning
