ID,Host,Host_Type,Event,Tactic,Technique
2019_T04_006,nationals-t4-vdi-kali04,Attacker,nmap -sU -Pn -sV -T4 -vv 10.0.1.0/24 &,Discovery,Network Service Scanning
2019_T04_007,nationals-t4-vdi-kali04,Attacker,root 16374 0 0.0 00:00:00 0.2 20492 63096 pts/6 R 00:00 nmap -sU_-Pn_-sV_-T4_-vv_10.0.1.0/24,Discovery,Network Service Scanning
2019_T04_008,nationals-t4-vdi-win01,Attacker,"Command start time: 20191123021542 ********************** PS C:\Users\Administrator> ftp 10.0.1.12 Connected to 10.0.1.12. 220-FileZilla Server 0.9.60 beta 220-written by Tim Kosse (tim.kosse@filezilla-project.org) 220 Please visit https://filezilla-project.org/ 202 UTF8 mode is always enabled. No need to send this command. User (10.0.1.12:(none)): anonymous 331 Password required for anonymous Password: 230 Logged on ftp> dir 200 Port command successful 150 Opening data channel for directory listing of ""/"" drwxr-xr-x 1 ftp ftp 0 Feb 02 2018 $Recycle.Bin",Lateral Movement,Valid Accounts
2019_T04_009,nationals-t4-vdi-win01,Attacker,"{""endtime"":""2019-11-23T02:15:46.662758Z"",""timestamp"":""2019-11-23T02:15:46.587691Z"",""bytes"":2503,""src_ip"":""10.0.1.12"",""src_mac"":""42:01:0A:00:FE:01"",""src_port"":20,""connection"":""10.0.254.101:55514"",""client_rtt"":182,""client_rtt_packets"":1,""client_rtt_sum"":182,""ack_packets_in"":3,""bytes_in"":2329,""data_packets_in"":2,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":6,""app"":""tcp"",""server_rtt"":56,""server_rtt_packets"":1,""server_rtt_sum"":56,""dest_ip"":""10.0.254.101"",""dest_mac"":""42:01:0A:00:FE:65"",""dest_port"":55514,""ack_packets_out"":3,""bytes_out"":174,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":3,""tcp_status"":0,""time_taken"":75249,""flow_id"":""bbeaecad-318d-4566-b316-9ed5563d771f"",""protocol_stack"":""ip:tcp:unknown"",""initial_rtt"":258}",Lateral Movement,Valid Accounts
2019_T04_010,nationals-t4-vdi-kali04,Attacker,nmap -sU -Pn -sV -T4 -vv 10.0.1.0/24 &,Discovery,Network Service Scanning
2019_T04_011,nationals-t4-vdi-kali04,Attacker,root 16374 0 0.0 00:00:00 0.2 20492 63096 pts/6 R 00:00 nmap -sU_-Pn_-sV_-T4_-vv_10.0.1.0/24,Discovery,Network Service Scanning
2019_T04_012,nationals-t4-vdi-win01,Attacker,"{""endtime"":""2019-11-23T02:23:37.217709Z"",""timestamp"":""2019-11-23T02:23:36.018206Z"",""bytes"":17177,""src_mac"":""42:01:0A:00:FE:65"",""src_port"":55599,""bytes_in"":436,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":16741,""time_taken"":1199625,""transport"":""tcp"",""flow_id"":""c359c009-40fa-433e-9c17-5f5d23463657"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":16344,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Main_Page"",""site"":""10.0.1.31"",""http_method"":""GET"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Main_Page"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T04_013,nationals-t4-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T02:23:40.796263Z"",""timestamp"":""2019-11-23T02:23:39.596792Z"",""bytes"":17177,""src_mac"":""42:01:0A:00:01:01"",""src_port"":55599,""bytes_in"":436,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":16741,""time_taken"":1199831,""transport"":""tcp"",""flow_id"":""08873fc7-3311-4067-b8ad-e77e87505a60"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":16344,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Main_Page"",""site"":""10.0.1.31"",""http_method"":""GET"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Main_Page"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T04_014,nationals-t4-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T02:27:25.166988Z"",""timestamp"":""2019-11-23T02:27:24.378023Z"",""bytes"":5313,""src_mac"":""42:01:0A:00:01:01"",""src_port"":55613,""bytes_in"":4619,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":694,""time_taken"":788965,""transport"":""tcp"",""flow_id"":""e83cf68c-6f34-4897-b8c3-30d5d0b0818e"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""http_content_type"":""text/html; charset=utf-8"",""cookie"":""..."",""site"":""10.0.1.31"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.31/index.php?title=Main_Page&action=tinymceedit"",""server"":""Microsoft-IIS/10.0"",""status"":302,""uri_query"":""title=Main_Page&action=tinymceedit"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T04_015,nationals-t4-vdi-win01,Attacker,"{""endtime"":""2019-11-23T02:27:21.572241Z"",""timestamp"":""2019-11-23T02:27:20.783172Z"",""bytes"":5313,""src_mac"":""42:01:0A:00:FE:65"",""src_port"":55613,""bytes_in"":4619,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":694,""time_taken"":789069,""transport"":""tcp"",""flow_id"":""f8f05fa6-bd68-4e6c-9259-6071544cbde2"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 302 Found"",""http_content_length"":0,""http_content_type"":""text/html; charset=utf-8"",""cookie"":""DinoBook_session=h15gtsotf5rtmgt14o61iops5vvourg9; wikiEditor-0-toolbar-section=advanced"",""form_data"":""..."",""site"":""10.0.1.31"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.31/index.php?title=Main_Page&action=tinymceedit"",""server"":""Microsoft-IIS/10.0"",""status"":302,""uri_query"":""title=Main_Page&action=tinymceedit"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T04_016,nationals-t4-vdi-win06,Attacker,"{""endtime"":""2019-11-23T20:55:52.063284Z"",""timestamp"":""2019-11-23T20:55:51.354862Z"",""bytes"":14528,""src_mac"":""42:01:0A:00:FE:6A"",""src_port"":55401,""bytes_in"":530,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":13998,""time_taken"":708455,""transport"":""tcp"",""flow_id"":""d5b164fa-6d7a-437f-a7bf-765b2c3d1c54"",""src_ip"":""10.0.254.106"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13543,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Special:CreateAccount&returnto=Network Access"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Network_Access"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Special:CreateAccount&returnto=Network Access"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T04_017,nationals-t4-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T20:55:52.391789Z"",""timestamp"":""2019-11-23T20:55:51.683608Z"",""bytes"":14528,""src_mac"":""42:01:0A:00:01:01"",""src_port"":55401,""bytes_in"":530,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":13998,""time_taken"":708909,""transport"":""tcp"",""flow_id"":""1090e3fe-505c-4d11-a212-579945d2cfcd"",""src_ip"":""10.0.254.106"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13543,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Special:CreateAccount&returnto=Network Access"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Network_Access"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Special:CreateAccount&returnto=Network Access"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2019_T04_018,nationals-t4-vdi-kali04,Attacker,nmap -sU -Pn -sV -T4 -vv 10.0.1.0/24 &,Discovery,Network Service Scanning
2019_T04_019,nationals-t4-vdi-kali04,Attacker,root 16374 0 0.0 00:00:00 0.2 20492 63096 pts/6 R 00:00 nmap -sU_-Pn_-sV_-T4_-vv_10.0.1.0/24,Discovery,Network Service Scanning
2019_T04_020,nationals-t4-vdi-kali04,Attacker,nmap -sU -Pn -sV -T4 -vv 10.0.1.0/24 &,Discovery,Network Service Scanning
2019_T04_021,nationals-t4-vdi-kali04,Attacker,root 16374 0 0.0 00:00:00 0.2 20492 63096 pts/6 R 00:00 nmap -sU_-Pn_-sV_-T4_-vv_10.0.1.0/24,Discovery,Network Service Scanning
2019_T04_022,nationals-t4-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T15:45:28.135002Z"",""timestamp"":""2019-11-23T15:45:27.402473Z"",""bytes"":15387,""src_mac"":""42:01:0A:00:01:01"",""src_port"":51583,""bytes_in"":669,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":14718,""time_taken"":732857,""transport"":""tcp"",""flow_id"":""9d8224fc-72f0-4c20-b026-a8f59306aebb"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":14321,""http_content_type"":""text/html; charset=UTF-8"",""cookie"":""wikiEditor-0-toolbar-section=advanced; DinoBook_session=udbodvian3fk0j5sq3badrelvkaij2h8; DinoBookUserID=8; DinoBookUserName=Calvin"",""form_data"":""title=IT-Ops_Workstations"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?search=password&title=Special%3ASearch&go=Go"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=IT-Ops_Workstations"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T04_023,nationals-t4-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T15:49:57.654550Z"",""timestamp"":""2019-11-23T15:49:57.027954Z"",""bytes"":19666,""src_mac"":""42:01:0A:00:01:01"",""src_port"":51633,""bytes_in"":655,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":19011,""time_taken"":627109,""transport"":""tcp"",""flow_id"":""af07ba4b-131c-4ca6-b0a2-8f22a48907a3"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":18614,""http_content_type"":""text/html; charset=UTF-8"",""cookie"":""wikiEditor-0-toolbar-section=advanced; DinoBook_session=udbodvian3fk0j5sq3badrelvkaij2h8; DinoBookUserID=8; DinoBookUserName=Calvin"",""form_data"":""title=Network_Access&action=history"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Network_Access"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Network_Access&action=history"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T04_024,nationals-t4-vdi-kali06,Attacker,root 5327 1 0.1 00:00:00 0.0 6932 53748 pts/0 S 00:06 nmap -vvv_-sn_10.0.12.0/24_-oG_sweep.txt,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T04_025,nationals-t4-vdi-kali06,Attacker,nmap -vvv -sn 10.0.12.0/24 -oG sweep.txt,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T04_026,nationals-t4-vdi-win03,Attacker,"{""endtime"":""2019-11-23T14:43:34.967582Z"",""timestamp"":""2019-11-23T14:43:21.229022Z"",""bytes"":3622,""src_ip"":""10.0.254.103"",""src_mac"":""42:01:0A:00:FE:67"",""src_port"":2686,""canceled"":1,""connection"":""10.0.12.208:3389"",""client_rtt"":6861,""client_rtt_packets"":3,""client_rtt_sum"":20585,""ack_packets_in"":4,""bytes_in"":1588,""data_packets_in"":5,""duplicate_packets_in"":1,""missing_packets_in"":0,""packets_in"":10,""app"":""rdp"",""server_rtt"":18243,""server_rtt_packets"":2,""server_rtt_sum"":36487,""dest_ip"":""10.0.12.208"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3389,""ack_packets_out"":3,""bytes_out"":2034,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":8,""tcp_status"":0,""time_taken"":13745421,""flow_id"":""bb27e943-cf3e-4d24-90ed-f3a360cee375"",""protocol_stack"":""ip:tcp:cotp:ssl:rdp"",""initial_rtt"":1518}",Lateral Movement,"Valid Accounts, Remote Services"
2019_T04_027,nationals-t4-spring-spring-wk-01,Victim,"{""endtime"":""2019-11-23T14:43:35.435628Z"",""timestamp"":""2019-11-23T14:43:21.697811Z"",""bytes"":3640,""src_ip"":""10.0.254.103"",""src_mac"":""42:01:0A:00:0C:01"",""src_port"":2686,""canceled"":1,""connection"":""10.0.12.208:3389"",""client_rtt"":7154,""client_rtt_packets"":3,""client_rtt_sum"":21463,""ack_packets_in"":4,""bytes_in"":1612,""data_packets_in"":5,""duplicate_packets_in"":1,""missing_packets_in"":0,""packets_in"":10,""app"":""rdp"",""server_rtt"":18055,""server_rtt_packets"":2,""server_rtt_sum"":36110,""dest_ip"":""10.0.12.208"",""dest_mac"":""42:01:0A:00:0C:D0"",""dest_port"":3389,""ack_packets_out"":3,""bytes_out"":2028,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":8,""tcp_status"":0,""time_taken"":13744971,""flow_id"":""5847a8ef-c7e7-4d6d-85b3-a2bd6c2346a7"",""protocol_stack"":""ip:tcp:cotp:ssl:rdp"",""initial_rtt"":773}",Lateral Movement,"Valid Accounts, Remote Services"
2019_T04_028,nationals-t4-spring-spring-wk-01,Victim,11/23/2019 06:04:57 PM LogName=Security SourceName=Microsoft Windows security auditing. EventCode=4656 EventType=0 Type=Information ComputerName=spring-wk-01.corp.dinobank.us TaskCategory=File System OpCode=Info RecordNumber=2023911 Keywords=Audit Failure Message=A handle to an object was requested. Subject: Security ID: SPRING-WK-01\Administrator Account Name: Administrator Account Domain: SPRING-WK-01 Logon ID: 0x168CA49 Object: Object Server: Security Object Type: File Object Name: C:\Windows\System32\taskschd.msc Handle ID: 0x0 Resource Attributes: - Process Information: Process ID: 0x1688 Process Name: C:\Windows\System32\mmc.exe Access Request Information: Transaction ID: {00000000-0000-0000-0000-000000000000} Accesses: READ_CONTROL SYNCHRONIZE WriteData (or AddFile) AppendData (or AddSubdirectory or CreatePipeInstance) WriteEA ReadAttributes WriteAttributes Access Reasons: READ_CONTROL: Granted by D:(A;;0x1200a9;;;BA) SYNCHRONIZE: Granted by D:(A;;0x1200a9;;;BA) WriteData (or AddFile): Not granted AppendData (or AddSubdirectory or CreatePipeInstance): Not granted WriteEA: Not granted ReadAttributes: Granted by ACE on parent folder D:(A;;0x1301bf;;;BA) WriteAttributes: Not granted Access Mask: 0x120196 Privileges Used for Access Check: - Restricted SID Count: 0,Collection,Data from Local System
2019_T05_001,nationals-t5-vdi-kali06,Attacker,root 11313 1 28.7 00:00:02 3.0 236988 731648 pts/5 S 00:09 nmap 10.0.1.0/24_10.0.2.0/24_10.0.10.0/24_10.0.11.0/24_10.0.12.0/24_-T4_-A_-p-_-oN_big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_002,nationals-t5-vdi-kali06,Attacker,nmap 10.0.1.0/24 10.0.2.0/24 10.0.10.0/24 10.0.11.0/24 10.0.12.0/24 -T4 -A -p- -oN big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_003,nationals-t5-vdi-kali02,Attacker,root 6560 0 0.4 00:00:00 0.1 11420 118728 pts/2 S 00:07 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T05_004,nationals-t5-vdi-kali02,Attacker,"{""endtime"":""2019-11-23T16:12:30.905657Z"",""timestamp"":""2019-11-23T16:10:18.295361Z"",""bytes"":6977,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":34788,""canceled"":1,""connection"":""10.0.2.100:5432"",""client_rtt"":4760,""client_rtt_packets"":9,""client_rtt_sum"":42846,""ack_packets_in"":11,""bytes_in"":3375,""data_packets_in"":11,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":24,""app"":""ssl"",""server_rtt"":127,""server_rtt_packets"":1,""server_rtt_sum"":127,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3602,""data_packets_out"":13,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":15,""tcp_status"":0,""time_taken"":132615056,""flow_id"":""cd41a5a5-7c1e-41fe-99cf-d66f78e6e5a1"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":263}",Lateral Movement,Valid Accounts
2019_T05_005,nationals-t5-bank-core-01,Victim,"{""endtime"":""2019-11-23T16:12:30.905689Z"",""timestamp"":""2019-11-23T16:10:18.295435Z"",""bytes"":6977,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":34788,""canceled"":1,""connection"":""10.0.2.100:5432"",""client_rtt"":5125,""client_rtt_packets"":9,""client_rtt_sum"":46125,""ack_packets_in"":11,""bytes_in"":3375,""data_packets_in"":11,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":24,""app"":""ssl"",""server_rtt"":13,""server_rtt_packets"":1,""server_rtt_sum"":13,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3602,""data_packets_out"":13,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":15,""tcp_status"":0,""time_taken"":132615379,""flow_id"":""7062f570-7635-4307-a86a-c9835a3ffe97"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":211}",Lateral Movement,Valid Accounts
2019_T05_006,nationals-t5-vdi-kali06,Attacker,root 11313 1 28.7 00:00:02 3.0 236988 731648 pts/5 S 00:09 nmap 10.0.1.0/24_10.0.2.0/24_10.0.10.0/24_10.0.11.0/24_10.0.12.0/24_-T4_-A_-p-_-oN_big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_007,nationals-t5-vdi-kali06,Attacker,nmap 10.0.1.0/24 10.0.2.0/24 10.0.10.0/24 10.0.11.0/24 10.0.12.0/24 -T4 -A -p- -oN big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_008,nationals-t5-vdi-win05,Attacker,"11/23/2019 14:57:07.999 event_status=""(0)The operation completed successfully."" pid=2992 process_image=""c:\Windows\explorer.exe"" registry_type=""SetValue"" key_path=""HKU\s-1-5-21-57281564-942991857-1117158888-500\software\microsoft\windows\currentversion\explorer\typedpaths\url1"" data_type=""REG_SZ"" data=""ftp://10.0.1.12/""",Lateral Movement,Valid Accounts
2019_T05_009,nationals-t5-vdi-win05,Attacker,"{""endtime"":""2019-11-23T14:57:20.282379Z"",""timestamp"":""2019-11-23T14:49:38.789604Z"",""bytes"":23073,""src_ip"":""10.0.254.105"",""src_mac"":""42:01:0A:00:FE:69"",""src_port"":64762,""connection"":""10.0.1.12:21"",""client_rtt"":35,""client_rtt_packets"":107,""client_rtt_sum"":3820,""ack_packets_in"":108,""bytes_in"":11761,""data_packets_in"":88,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":197,""app"":""ftp"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":11312,""data_packets_out"":107,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":110,""tcp_status"":0,""time_taken"":461492810,""flow_id"":""75c8cd7a-8c15-497a-b1f5-ec9c03129a3a"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":1765}",Lateral Movement,Valid Accounts
2019_T05_010,nationals-t5-corp-corp-wsus-01,Victim,"{""endtime"":""2019-11-23T14:57:20.304757Z"",""timestamp"":""2019-11-23T14:49:38.812336Z"",""bytes"":23710,""src_ip"":""10.0.254.105"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":64762,""connection"":""10.0.1.12:21"",""client_rtt"":208,""client_rtt_packets"":107,""client_rtt_sum"":22337,""ack_packets_in"":108,""bytes_in"":12410,""data_packets_in"":88,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":197,""app"":""ftp"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:01:0C"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":11300,""data_packets_out"":107,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":110,""tcp_status"":0,""time_taken"":461492629,""flow_id"":""2bb297fe-3cf9-44a2-829b-b2ae72c349f3"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":917}",Lateral Movement,Valid Accounts
2019_T05_011,nationals-t5-vdi-kali06,Attacker,root 11313 1 28.7 00:00:02 3.0 236988 731648 pts/5 S 00:09 nmap 10.0.1.0/24_10.0.2.0/24_10.0.10.0/24_10.0.11.0/24_10.0.12.0/24_-T4_-A_-p-_-oN_big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_012,nationals-t5-vdi-kali06,Attacker,nmap 10.0.1.0/24 10.0.2.0/24 10.0.10.0/24 10.0.11.0/24 10.0.12.0/24 -T4 -A -p- -oN big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_013,nationals-t5-vdi-win05,Attacker,"{""endtime"":""2019-11-23T14:33:23.063992Z"",""timestamp"":""2019-11-23T14:33:23.060975Z"",""bytes"":2716,""src_mac"":""42:01:0A:00:FE:69"",""src_port"":54352,""bytes_in"":350,""dest_ip"":""10.0.2.115"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8000,""bytes_out"":2366,""time_taken"":3017,""transport"":""tcp"",""flow_id"":""f6a43367-d246-4ea0-9e6d-0d73395e78d8"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":2072,""http_content_type"":""text/html; charset=UTF-8"",""site"":""10.0.2.115:8000"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.115:8000/"",""status"":200,""uri_path"":""/blockList.html"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T05_014,nationals-t5-bank-tails-01,Victim,"{""endtime"":""2019-11-23T14:33:23.091601Z"",""timestamp"":""2019-11-23T14:33:23.088754Z"",""bytes"":2716,""src_mac"":""42:01:0A:00:02:01"",""src_port"":54352,""bytes_in"":350,""dest_ip"":""10.0.2.115"",""dest_mac"":""42:01:0A:00:02:73"",""dest_port"":8000,""bytes_out"":2366,""time_taken"":2847,""transport"":""tcp"",""flow_id"":""5242946a-b4a3-4003-8f46-97c388460066"",""src_ip"":""10.0.254.105"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":2072,""http_content_type"":""text/html; charset=UTF-8"",""site"":""10.0.2.115:8000"",""http_method"":""GET"",""http_referrer"":""http://10.0.2.115:8000/"",""status"":200,""uri_path"":""/blockList.html"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T05_015,nationals-t5-vdi-kali06,Attacker,root 11313 1 28.7 00:00:02 3.0 236988 731648 pts/5 S 00:09 nmap 10.0.1.0/24_10.0.2.0/24_10.0.10.0/24_10.0.11.0/24_10.0.12.0/24_-T4_-A_-p-_-oN_big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_016,nationals-t5-vdi-kali06,Attacker,nmap 10.0.1.0/24 10.0.2.0/24 10.0.10.0/24 10.0.11.0/24 10.0.12.0/24 -T4 -A -p- -oN big_scan,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T05_017,nationals-t5-vdi-win05,Attacker,<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385F-C22A-43E0-BF4C-06F5698FFBD9}'/><EventID>11</EventID><Version>2</Version><Level>4</Level><Task>11</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2019-11-23T19:20:42.657369100Z'/><EventRecordID>35528</EventRecordID><Correlation/><Execution ProcessID='1712' ThreadID='2924'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>win05</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'></Data><Data Name='UtcTime'>2019-11-23 19:20:42.656</Data><Data Name='ProcessGuid'>{8A6F8008-3677-5DD9-0000-0010BC119F00}</Data><Data Name='ProcessId'>2992</Data><Data Name='Image'>C:\Windows\Explorer.EXE</Data><Data Name='TargetFilename'>C:\Users\Administrator\Desktop\miner.exe</Data><Data Name='CreationUtcTime'>2019-11-23 19:20:42.656</Data></EventData></Event>,Pre-Attack,Pre-Attack
